"","jobTitle","location","jobUrl","description","techSkills"
"31","Technical Writer III"," Mountain View, CA ","https://job-openings.monster.com/Technical-Writer-III-Mountain-View-CA-US-Genesis10/11/191436935","About the Job
        
                Genesis10 is currently seeking a Technical Writer III with our client in the financial industry in their Mountain View, CA location. This is a 12 month + contract position.Description:Seeking a Technical Writer III	Technical writers communicate complex information clearly, concisely and accurately, and without relying on jargon	As a technical writer for internal engineering content, your role involves tasks such as writing conceptual overviews and procedures, writing code walkthroughs, documenting APIs, creating reference materials, or updating existing documents	You will also be managing a large number of documentation sets, mobilizing engineers to write content, and researching information from various sources, including the source code	The API (Apps and Product Infrastructure) Productivity docs team document platform, frameworks, libraries, and tools used by engineers to create web and mobile apps, such as Gmail, Google+, and Google DocsResponsibilities:Manage large and complex documentation projects, collaborate with engineers to create content, and drive a culture of documentation in various engineering teams	Organize information in an easily discoverable, coherent, and intuitive fashion	Learn complex technical information and create well-written technical documentation for engineers, such as architectural overviews, tutorials for software developers, debugging guides, API programming guides, and moreRequirements:BA/BS degree (Manager is open to area of study) or 6 years of writing development guides	Succinct and elegant communication style	1+ years of experience working with engineering and product management teams as part of the software development process	3 years of experience writing developer guides	Experience reading and understanding source code written in Java, C++, JavaScript, or Objective C(Must be able to understand written code)	Familiarity with HTML and CSS	Strong collaboration and project management skills	Highly motivated and self-directed	Ability to manage multiple competing priorities in a fast-paced, constantly changing environment	Nice to Have Skills/Not Required: 	Proven track record of researching and writing effective documentation for engineers; experience writing for internal audiences		Skilled at understanding intended audience (existing clients, prospective clients) and adjusting document style and structure appropriately to meet contextual goals 		Proficiency in a Unix environment	Able to work as a W2 employee of Genesis10 (no Corp-to-Corp)If you have the described qualifications and are interested in this exciting opportunity, please apply!About Genesis10:Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing business or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement – project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com    ""Genesis10 is an Equal Opportunity Employer, M/F/D/V”
            
        View more info

            View less info
                    Report this job
        ","html css javascript"
"32","Technical Writer III"," Mountain View, CA ","https://job-openings.monster.com/Technical-Writer-III-Mountain-View-CA-US-Artech-Information-Systems-LLC/11/191368835","About the Job
        
                Job Title: Technical Writer IIIWork Location: Mountain View, CALength of Assignment: 12 MonthsJob ID: GOOGJP00344956Client: A Big Search EnginePosition Type: ContractNotes:**Please provide 2-3 work samples with the resume**Project Overview:Technical writers communicate complex information clearly, concisely, and accurately. Technical writers are a key link between engineers, marketing associates, developer advocates, and external users and developers who constitute the Client ecosystem. As a technical writer, your role might focus on writing conceptual overviews and procedures, reading and writing example code, or updating FAQs and help centers.Overall Responsiblities:As a Technical Writer, you develop and release technical documentation and education programs that help engineers be more productive and knowledgeable. You work closely with engineers and members of Engineering Education to help define and build the next phase of technical education programs and tools.Top 3 daily responsibilities:Write and edit technical documentation for engineers.Create or review sample code to support education programs and documentation.Design and build classes for engineers, working closely with subject matter experts.Required Skills:BA/BS degree in Technical Writing, English, Journalism, Computer Science, or a related field4 years experience planning, researching, writing, and editing high-quality technical documents or course materials.Ability to navigate a complex technical landscape and interact with multiple engineers to assemble classes and documentation.Ability to read and understand source code written in C++, Python, or Java.Nice to have:Independence and initiative (e.g. curious, resilient, and comfortable with ambiguity).Ability to learn quickly (e.g. provide deeply technical and process-oriented documentation ""on-demand”).Assertive and comfortable taking risks (e.g. rewrite docs vs. waiting for requests to rewrite).Experience defining the overall structure of a documentation set.Ability to write sample code in C++, Python, Java.Proficiency with HTML, Markdown, and CSS.Proficiency in a UNIX environment.Please apply on our company website (www.artechinfo.com) with reference to job ID, or feel free to share your most updated resume at monster.artechinfo@jobdivaemail.comHelpThanks,Kapil GuptaRecruitment LeadArtech Information Systems LLC360 Mt. Kemble Avenue, Suite 2000 | Morristown, NJ 07960Office: 973.967.3399| Fax: 973.998.2599Email: kapil.gupta@artechinfo.comHelp | Website: www.artechinfo.comAbout Artech Information Systems LLCArtech is an employer-of-choice for the last 25 years to over 7,500 consultants across the globe. We recruit top-notch talent for over 70 Fortune and Government clients coast-to-coast across the U.S., India, and China. We are #1 Largest Women-Owned IT Staffing Firm in the US and this may be your opportunity to join us! For more check: www.artechinfo.com Connect with Artech through Social MediaLearn more about our company including the latest events at Artech, new job opportunities, jobseeker tips, and more. Follow us on Facebook, Twitter, LinkedIn, Google+, and YouTube
            
        View more info

            View less info
                    Report this job
        ","html css office"
"33","CMC Regulatory Technical Writer"," Bridgewater, NJ ","https://job-openings.monster.com/CMC-Regulatory-Technical-Writer-Bridgewater-NJ-US-Kaztronix-LLC/11/191300228","About the Job
        
                The candidate must have excellent Chemistry, Manufacturing and Controls (CMC) technical writing and communication skills with a strong background in pharmaceutical manufacturing, regulatory writing or quality control/quality assurance with at least 7 years experience in pharmaceutical manufacturing or development. Expertise with MS Office, Word, Excel and Documentum based systems is crucial, experience with Visio Technical is preferred and a working knowledge of cGMPs is desired. Product development, process validation and experience with CMC documentation for various dosage forms are necessary. A BS/BA degree in Pharmacy, Chemistry, Biology or science is desired. This position requires the incumbent to be highly organized, self-motivated, and able to juggle multiple priorities. The desired candidate will have the capacity to be productive with very little supervision and enjoy writing. Excellent interpersonal communication skills are required. Knowledge of the US regulatory processes is necessary and exposure to non-US regulatory activities is desired. The candidate must have prior experience writing CMC technical reports or CMC regulatory content or Quality Investigations with a demonstrated ability to interact with a multi-disciplined team. Experience with standardized templates and familiarity with US and International regulatory submissions is desired.The ability to communicate using oral and written skills with an excellent knowledge of the English language and strong proofreading and spelling skills is required. Skills: Provide regulatory assessment of post-approval CMC changes for assigned FDA approved NDA drug products in accordance with current FDA regulations and guidance; author and compile CMC dossiers for NDA supplements, annual reports, phase IV IND, and DMF annual updates for assigned products in eCTD format. Work closely with quality, manufacturing, regulatory and technical staff from global locations and with external contractors to communicate, coordinate and track required documentation in support of new and post-approval CMC regulatory activities. Contribute to various projects by planning, writing and delivering agreed submission deliverables for US, EU and rest of world (ROW) registrations. Author and create dossier content from source documentation as needed for registrations and provide writing support for technical reports. Recommend table of contents for regulatory submissions. Develop and contribute to regulatory strategy for successful product registration. Provide and write answers to questions received from health authorities. Create and author dossiers for re-registrations. Ensure all dossiers are in compliance with appropriate SOPs, guidances, GXP and ICH guidances and maintain up to date knowledge. Communicate with Quality and manufacturing site teams to request necessary content and documentation for regulatory submissions. Develop and maintain skills required for dossier related software systems used and included in regulatory filings Education: 3 plus years experience in a pharmaceutical environment including not less than 4 years of experience with CMC regulatory related activities. BS/BA or MS or PhD from an accredited school in a science/health field (e.g. Biology, Analytical Chemistry, Pharmacy or a related field). Experienced with change control systems, and authoring and reviewing FDA post-approval CMC changes requiring eCTD format for submissions. Worked with multi-disciplined teams in the bio-pharmaceutical industry and with internal and external partners. Excellent technical writing and communication skills, attention to detail and formatting. Inform management in advance of barriers to meeting deadlines. In-depth knowledge of USP/Eu. Ph. and Code of Federal Regulations (CFR). Working knowledge of cGMPs Worked with writing template tools, Documentum based or similar systems
            
        View more info

            View less info
                    Report this job
        ","office visio"
"34","Admin, Marketer, Technical Writer"," San Jose, CA ","https://job-openings.monster.com/Admin-Marketer-Technical-Writer-San-Jose-CA-US-SD-Networks/11/191302578","About the Job
        
                [Hiring] SD Networks Admin, Marketing, Thechnical Writer 1. Company: SD Networks2. Business Type: Wireless carrier for IoT, Real Estate Investment3. Locatoon: San Jose, CA4. Hiring Title: – Admin Assistant– Marketer– Tech Writer5. Reguirements: – English(Native): – Work experience in the field -  must have work authorization in the U.S. 6. How to Apply: Please send your resume to kmove@kotrasv.orgHelp, with the company name and job title in the subject line. 
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"35","Technical Writer"," Hayward, CA ","https://job-openings.monster.com/Technical-Writer-Hayward-CA-US-Heat-Control/11/191243950","About the Job
        
                JOB DESCRIPTION Technical Writer - Hayward California SUMMARY:Write operating instructions for industrial processing equipment and organize information from subject matter experts as well as operating the equipment in our manufacturing facility or in the field. Some travel required.DUTIES AND RESPONSIBILITIES:Research and organize information from subject matter experts (SME's) in engineering and field service to plan, develop, write, edit technical documents that include installation, operation, and maintenance manuals in electronic formatAssist with assembling hard copies of manualsEnsure product technical information accurately supports the product and is compliant with established formats and writing standardsCapture and create, manage photographs and other visual tools to ensure accuracy and clarity of the technical documentationTasks will include using desktop publishing software for organizing the material into technical manual format as well as the maintenance of document librariesOther duties as assigned in addition to this list QUALIFICATIONS:                  Bachelor’s degree                  Mechanical engineering knowledge                  Understand electrical schematics and mechanical drawings                  Technical writing experience, minimum 2 years                   Understand Adobe Acrobat Pro                  Experience with desktop publishing software                  Experience with CAD software PHYSICAL REQUIREMENTS: Sit and stand for prolonged periods.Able to spend time traveling to job sites in the USA for hands on training with installed equipment
            
        View more info

            View less info
                    Report this job
        ","acrobat"
"36","Technical Writer"," San Antonio, TX ","https://job-openings.monster.com/Technical-Writer-San-Antonio-TX-US-Millennium-Group/11/191237285","About the Job
        
                 We are seeking a Technical Writer for a large client in San Antonio, Texas. This is a long-term contract.Please email resume to: RECRUITING@MILLGROUPUSA.COMHelp  Job Duties:This role will be assigned to a unit and/or a project to complete procedures.  This role will work with operations SME’s to capture process steps in an easy to understand manner and following our internal guidelines.Minimum Requirements:5+ years in technical writing role – writing for clients in an operations environment.Experience with Knowledge Delivery systemGreat people skills – approachable & collaborativeGreat analytical abilities – able to ask questions to clarify stepsMicrosoft Office – Word, ExcelKnowledge Delivery
            
        View more info

            View less info
                    Report this job
        ","office"
"37","IT Technical Writer / Documentation Specialilst"," San Juan, PR ","https://job-openings.monster.com/IT-Technical-Writer-Documentation-Specialilst-San-Juan-PR-US-RCM-Technologies/11/191214641","About the Job
        
                        Reference # :                    17-01145                    Title :                    IT Technical Writer / Documentation Specialilst                  Location :            San Juan, PR            Position Type :                    Right to Hire                  Experience Level :                    2 Years                    Start Date / End Date :                    01/16/2017 / 04/28/2017                         Description                  The Technical Writer will be responsible for writing, editing, and publishing end user documentation for software solutions. The Technical Writer will utilize functional and technical requirements and work closely with product managers and developers to produce online help, release descriptions, installation procedures, and other end user and technical documentation.Principal Responsibilities:                    Utilize and translate business, functional, and technical requirements to create and update end user documentation.                                Develop and maintain online help, user guides, upgrade and installation guides, release highlights, and other forms of technical and user documentation.                                Collaborate across teams with Product Managers, Developers, Quality Assurance, Help Desk, and other technical writing team members to review and refine all documentation to promote continual improvement of the clarity of our documentation for end users.                                Research, evaluate, and recommend new documentation tools and methods in support of documentation improvement efforts.                                Create and maintain documentation standards for consistency across all forms of user documentation                                Excellent written and verbal communication skills.                      
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"38","Technical Writer"," San Diego, CA ","https://job-openings.monster.com/Technical-Writer-San-Diego-CA-US-APR-Consulting-Inc/11/191632776","About the Job
        
                      Title: Technical Writer    Location: San Diego, CA  Duration: 12 months or longer  Our client is a world leader and premier innovator in aerospace, with over 100,000 top talent employees providing the most advanced products and technologies in the industry. With numerous awards and recognitions, they offer continuous growth, learning, and development for their employees.  Since 1980 APR Consulting, Inc. has provided professional recruiting and contingent workforce solutions to a diverse mix of clients, industries, and skill sets nationwide.  JOB OVERVIEW  APR is currently looking for a Technical Writer.  DESCRIPTION  The person in this role:  Will be responsible to write, rewrite and/or edit technical documents such as technical procedure manuals, user manuals, programming manuals, service manuals, operational specifications, and related technical publications to communicate clearly and effectively, technical specifications and instructions to a wide range of audiences to include military personnel.    Acquire subject knowledge by interviewing product developers, observing performance of production methods, referencing technical specifications, blueprints, engineering illustrations, and trade journals.    Actively participate in overseeing the preparation of illustrative materials, to include the selection of drawings, sketches, diagrams and charts. Furthermore, this position requires the responsibility to conduct quality reviews of materials.  QUALIFICATIONS  To qualify for this opportunity candidates:  10 Years with Bachelors; 8 Years with Masters or a High School Diploma/GED plus 18 years of experience in lieu of a degree.  Rate: $50/hour on W2  We pay weekly every Friday, have direct deposit, and offer a competitive benefits package: Medical, Dental Vision, 401k plan, etc. - Benefits available shortly into this contract (30+ days - starting with the 1st of the month following 30 days of service).  Don't miss out on this amazing opportunity! If you feel your experience is the match for this position please apply today and join our team.  We look forward to working with you!
            
        View more info

            View less info
                    Report this job
        ","visio"
"39","Technical Writer Intern"," Bloomington, MN ","https://job-openings.monster.com/Technical-Writer-Intern-Bloomington-MN-US-The-Toro-Company/21/0c342e5b-515f-439c-a400-1f35ca4ec820","non-monster-url","none_listed"
"40","Technical Writer (TS/SCI w/FSP)"," Columbia, MD ","https://job-openings.monster.com/Technical-Writer-TS-SCI-w-FSP-Columbia-MD-US-CyberCoders/11/191602532","About the Job
        
                Technical Writer with an Active TS/SCI with Full Scope Polygraph needed now!What You Will Be Doing• Technical writing experience documenting complex electronic equipment and systems. • Formatting technical publications to include writing, editing, illustration, interpretations, and depth of coverage. • Strong technical writing skills (clear, concise, and complete manner)• Strong grammar skills (grammar, punctuation, spelling, usage)• Knowledge of government documentation standards• Strong oral communication skills• Willing to take initiative to develop systems expertise• Good teamwork qualitiesWhat You Need for this Position- Technical Writer- Editing- Illustration- Depth of Coverage- Knowledge of government documentation standardsFor your hard work and dedication, earn a generous salary plus comprehensive benefit package and a great career path!
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"41","Technical Writer"," St. Paul, MN ","https://job-openings.monster.com/Technical-Writer-St.-Paul-MN-US-Endeavor-Group/11/191088702","About the Job
        
                · Plan, develop, organize and write clear and concise policies and procedures. · Understand the applicable standards to assure procedures are in compliance with those standards.(e.g., 21 CFR 820, ISO 13485:2016, ISO 9001:2015, etc.) · Work with employees at all levels to learn the processes and define the needs to assure procedures are workable.(this includes working with remote associates from other businesses) · Produce electronic documentation in addition to hard copies. · Analyze documents to maintain continuity of style of content · Manage updates and revisions to documents · Utilize electronic document management systems to revise quality system documents and circulate them for approvals Experience working in a regulated environment, preferably medical device. 
            
        View more info

            View less info
                    Report this job
        ","visio"
"42","Technical Writer (Secret Clearance)"," Colorado Springs, CO ","https://job-openings.monster.com/Technical-Writer-Secret-Clearance-Colorado-Springs-CO-US-System-One/11/190516649","About the Job
        
                Required:•Highly proficient in MS Office software suite (Word, Powerpoint, Excel, Visio)•Demonstrable experience in acquiring and verifying subject matter content by interviewing workers engaged in developing products and services.•Must demonstrate strong interpersonal, written, and oral communication skills.•Demonstrable ability and experience in working effectively with teams but also independently or with minimal supervision.•Must demonstrate proficiency in utilizing appropriate grammar and composition. •Experience with writing technical content for procedure manuals, maintenance manuals, and related technical publications that describes the installation, operation, and maintenance computer systems.Active Secret Clearance or higher is requiredDemonstrable experience or familiarity with: •Interactive Electronic Technical Manual Development;•IADS4 Editor tool suite;•ASD-STE100 and S1000D IETM specification;•Bachelor’s degree from an accredited college in a related discipline, or equivalent experience/combined; education, with 6 years of professional experience; or 4 years of professional experience with a related Masters degree. Considered career, or journey, level.Responsibilities:•Writes, rewrites and/or edits technical documents such as technical procedure manuals, user manuals, programming manuals, service manuals, operational specifications, and related technical publications to communicate clearly and effectively technical specifications and instructions to a wide range of audiences. Acquires subject knowledge by interviewing product developers, observing performance of production methods, referring to technical specifications, blueprints, engineering illustrations, and trade journals. •Oversees preparation of illustrative materials, selecting drawings, sketches, diagrams and charts. •Conducts quality review of materials.•The selected candidate will be responsible for the production of technical manuals, user manuals, operational specifications, and related technical publications to communicate clearly and effectively technical specifications and instructions to LM teams and customer teams. 
            
        View more info

            View less info
                    Report this job
        ","office visio"
"43","Technical Writer"," Lanham, MD ","https://job-openings.monster.com/Technical-Writer-Lanham-MD-US-Strategic-Technology-Partners-LLC/11/190213843","About the Job
        
                Technical Writer Department: Sales Office:  Arlington, VA  Job Description: Strategic Technology Partners LLC (STP) has an opportunity for a Technical Writer to support business development. This position is responsible for writing, editing, and formatting proposal responses and technical documentation. Review RFP’s and technical material and translate technical information into proposal responses. Interface with engineering, SME, operations and other experts and relevant personnel to complete deliverables. Adhere to established documentation standards and styles. Contribute to continuous improvement of product documentation and company quality standards. Provide regular status to management for assigned projects. Work assignments carried out to the highest quality level. Skills Include: Strong English grammar, proofreading, and copy editing skills  Proficiency with MS Office applications (Word, Excel, and PowerPoint)  Ability to understand and interpret relevant levels of technical specifications and translate them into understandable features and benefits for customers Ability to understand and interpret technical data Well organized with ability to expedite multiple simultaneous projects  Able to plan, execute and document technical work and projects  Good verbal, writing and interpersonal communication skills Bachelor's degree from accredited college in English, or related technical field/discipline  Assists other departments within the organization to prepare technical publications, proposals and end-to-end capture activities. Performs all duties with integrity and in compliance with company ethics policies. Security Requirement: Background check and or higher-level security may be required for certain agencies or opportunities.  Equal Opportunity/Affirmative Action Employer: It is our policy to abide by all applicable federal, state and local laws prohibiting employment discrimination on the basis of a person's race, religion, color, national origin, genetic information, disability, sex, age, sexual orientation, gender identity, protected veteran status, marital status, or any other protected status. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, genetic information, disability, age, sexual orientation, gender identity, protected veteran status, marital status, or any other protected status. If you are a qualified individual with a disability or a disabled veteran, and need a reasonable accommodation to use or access our online system, please contact our Human Resources department using the contact form on our homepage. Applicants have rights under Federal Employment Laws  Equal Employment Opportunity (EEO)  Employee Polygraph Protection Act (EPPA)  ""EEO is the Law"" Poster Supplement  Pay Transparency Nondiscrimination Provision  
            
        View more info

            View less info
                    Report this job
        ","office visio"
"44","Technical Writer"," Santa Barbara, CA ","https://job-openings.monster.com/Technical-Writer-Santa-Barbara-CA-US-Green-Hills-Software/11/191077247","About the Job
        
                We're looking for a technical writer to work out of our Santa Barbara office who enjoys working closely with  engineers to boil down complex concepts and procedures into concise  instructions. You will create user manuals and online help that provide  information about using Green Hills tools for embedded software  development. If you’re a self-starter who writes well, is naturally  curious, has a keen eye for detail, and loves keeping things organized,  get in touch with us!Duties- Creating and editing user documentation and online help- Working with engineers to document new features- Using Green Hills products to confirm and refine instructions- Maintaining, proofreading, and indexing existing documentation- Making sure documentation remains accurate and bug free- Coordinating with Marketing and Production to produce printed deliverables- Creating graphics and screenshotsRequirements- Bachelor’s degree in English, Technical Writing, Computer Science, or a related field.- Technical Writing experience- Excellent writing and editing skills- Attention to detail- A knack for clarity- A high comfort level with computers and complex technical concepts- Interest in learning new things and teaching them to people- Ability to put yourself in the user's shoes- Excellent office communication skills- Understanding of document formatting and layout- Ability to follow in-house style guidelines- Experience creating and editing graphics- Ability to meet deadlinesBonus Skills & Experience- Working knowledge of HTML, XML, XSLT, and/or DocBook- Working knowledge of Oxygen and/or Epic Editor- Working knowledge of Python- Familiarity with programming languages such as C or C++- Familiarity with IDEs, compiler toolchains and/or operating systems- Experience working with online help tools- Experience creating and/or editing screencasts- Experience with version control systems such as subversionPlease email your resume and one or two technical writing samples to jobs@ghs.comHelp.
            
        View more info

            View less info
                    Report this job
        ","html office xml"
"45","Technical Writer"," Kokomo, IN ","https://job-openings.monster.com/Technical-Writer-Kokomo-IN-US-s•com/11/190765910","About the Job
        
                                Technical Writer        Job Description:  The main focus is the developments or creation of Specification (writing about a particular subject ) that can be used by our customers or users on how a product works  Responsibilities:  The Technical writer will interface with Software /Systems/ Independent Test& Verification engineers to create that are formatted to customer compliant templates for Test Descriptions, Test Reports and Test plans.    Be able to represent design documents in Matlab    Setup peer reviews with engineers and be part of customer meetings to review content    Use customer supplied tool chain to generate hyperlinked documents    Update documents using XML based tools    Rewrite or update technical documents for an engineering community  Qualifications/Requirements:  Engineer should have Bachelors degree preferably in engineering    Proven track record of creating documents that are being used in a technical community versus end user documentation.  Preferred Skills:  Familiarity with Matlab, Flowcharts, and State machines, UML, XML tools            s•com     is an Equal Opportunity Employer - All qualified applicants will receive consideration without regard to race, color, religion, gender, national origin, age, disability, veteran status, or any other factor determined to be unlawful under applicable law.  #LI-JE1
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"46","Technical Writer"," Lake Oswego, OR ","https://job-openings.monster.com/Technical-Writer-Lake-Oswego-OR-US-VanderHouwen/11/191137376","About the Job
        
                VanderHouwen has more jobs you may like!  Find them here:  http://bit.ly/2enTpQN Technical WriterOur client is looking for an IT Technical Writer to translate IT Service and IT Application offerings into operational procedures. You should understand ITIL and Transition Processes as well as Word and Excel, and drive for success. This position is located in Lake Oswego, OR.Technical Writer ResponsibilitiesResearch assigned work document information about project or program goals into spreadsheet format.Determine operational tasks, roles, and responsibilities in a standard format.Work with Systems Matter Experts and Development teams to document operational duties into a standard format. Technical Writer Qualifications10 years of experience and a Bachelors degree required.ITIL Design/Transition and Operations methodologies with a background in IT Operations.Experience with Microsoft Excel and Word templates.Ability to follow a defined process and drive teams to complete operational documentation.IT technical writing and diagram generation experience.Project management experience is desired.Drive for results.Strong organizational skills.Strong communications ability.VanderHouwenLocally founded, women-owned, and nationally certified with WBENC, VanderHouwen is a premier staffing provider of technology, engineering, finance and accounting professionals. Our unique family-owned company offers individualized staffing services and solutions to our clients and candidates, creating value for everyone. Our President’s work ethic not only serves as the foundation of our company, but drives the commitment to individual attention which infuses our culture. VanderHouwen values building meaningful, professional relationships with each client as well as developing in-depth knowledge of their staffing needs and workplaces. We offer our eligible employees competitive benefits including medical, dental, vision, long/short term care, 401k, and life insurance.
            
        View more info

            View less info
                    Report this job
        ","visio"
"47","Technical Writer-Expert"," Long Island City, NY ","https://job-openings.monster.com/Technical-Writer-Expert-Long-Island-City-NY-US-RMS-Computer-Corporation/11/191069696","About the Job
        
                Our client, a leading global financial services company, has approximately 200 million customer accounts and does business in more than 140 countries. They provide consumers, corporations, governments and institutions with financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management.Technical Writer/Partner Tooling Job DescriptionAs such, we have a demonstrated need for a Technical Writer who has strong computer science background or competency. We are looking for a Technical Writer who can write technical documentations and tutorial guides for a RESTful, JSON API platform.Required Skills:1. Strong web development fundamentals or experiencea. Full Stack developer knowledge in at least one programming stack (LAMP, MEAN, etc.)b. Knowledge on tokenization and RESTful interfaces2. Knowledge on Open Authentication 2.0 and it's 2- and 3- legged authentication3. Is able to describe and translate RESTful web interfaces4. Have excellent communication ability5. Have experience writing and distributing documentation for a large base of users to write6. Work with content management systemsIt is preferable is the applicant has experience working on or publishing open source or public-facing code. The candidate should have an ability to work well with technical subject matter experts and communicate their intentions through content and documentation that is intuitively structured and reusable in multiple contexts. It is preferred that the applicant have familiarity with SDLC lifecycles and design thinking.Some of the day-to-day tasks:1. Translate our API services into technical documentation that is easy to understand and work with2. Work with product, technology, marketing, and developer relations to create content (articles, getting started guides, and more) that enables speed to market with developers on our platform3. Help create and distribute content style guides for other teams looking to build out and create and API strategy4. Collaborate with product to execute content against a prioritized backlog such that maximum value is delivered to users.5. Long term become a key stakeholder and advocate for engagements with the community111923Please see our complete list of jobs at:www.rmscorp.com 
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"48","Junior Technical Writer"," Irving, TX ","https://job-openings.monster.com/Junior-Technical-Writer-Irving-TX-US-BROCK-Solutions/11/190153763","About the Job
        
                Brock Solutions is an engineering solutions and professional services company specializing in the design, build and implementation of real-time solutions for broad based industrial/manufacturing and transportation/logistics organizations globally. With approximately 400 employees in Canada and the U.S., Brock Solutions is a privately held, employee owned organization with over 30 years in the real-time solutions space. As Brock Solutions continues to grow and respond to the on-going requirements of major clients, we need to add talent to our base of outstanding professionals. We are currently seeking a Junior Technical Writer to join our team of experienced professionals located at our office in Irving, TX (near Dallas, TX). Responsibilities:Creating documentation for technical and non-technical audiences (including user manuals, system administration manuals, technical training materials, and functional specifications)Ensuring that documentation is consistent, professional, and technically accurateWorking closely with project engineers to research and verify content for technical documentsDeveloping and publishing internal newslettersCollaborating on continuous improvement initiatives for documentation deliverables and processesQualifications:Exceptional writing skills including an aptitude for understanding and explaining technical informationExcellent attention to detailAbility to multi-task under tight deadlinesAbility to work independently and as part of a teamStrong interpersonal and communication skills The ideal applicant has the following qualifications:University or College program focused on technical writing or communicationsAdvanced knowledge of the Microsoft Office SuiteFamiliarity with programs such as Adobe Acrobat and Photoshop New grads are welcome to apply. If you have graduated within the last 3 years, please also submit a soft copy of your transcript (unofficial copy is fine).Please also submit two writing samples and a soft copy of your transcripts (an unofficial copy is fine).Brock Solutions strives to create a respectful, accessible and inclusive work environment. Upon individual request, Brock Solutions will endeavour to remove barriers to the hiring process to accommodate those candidates with disabilities.
            
        View more info

            View less info
                    Report this job
        ","acrobat office photoshop"
"49","Technical Writer"," Rockville, MD ","https://job-openings.monster.com/Technical-Writer-Rockville-MD-US-CNSI/11/191587327","non-monster-url","none_listed"
"50","Technical Writer III"," Oklahoma City, OK ","https://job-openings.monster.com/Technical-Writer-III-Oklahoma-City-OK-US-Unispec-Enterprises/11/191556646","About the Job
        
                Unispec Enterprises is searching for a Technical Writer III to assist the Federal Aviation with Technical Writing services. The Technical Writer III will perform a variety of tasks to support programs, operations, and activities.RequirementsHigh school diploma or equivalentAdvanced computer skills in Microsoft Office Suites (Excel, Word, & PowerPoint)Advanced skills with Graphic Design & AdobePreferences4 year degree with emphasis in writing/editing5 years of experience in writing/editing or complex administrative type taskAdvanced computer skills in IFS, JIRAKnowledge Sharing Network (KSN) administration and document managementJob DutiesPlan, develop, organize, write and edit operational procedures and manualsResearch, develop and document technical design specifications and test scriptsProduce electronic documentation in addition to hard copy manualsMaintain a comprehensive library of technical terminology and documentationAnalyze documents to maintain continuity of style of contentManage updates and revisions to technical literatureExcellent written and verbal communication skillsAble to write in explanatory and procedural styles for multiple audiencesSkilled at prioritization and multi-taskingDevelops, writes, and edits material for reports, manuals, briefs, proposals, instruction books, catalogs, and related technical and administrative publications concerned with logistic support services and software systemsSupport the training program by maintaining and tracking training for employeesEstablish and maintain files and documentation both hard copy and electronically to include work revision, drawings, diagrams, chartsWork highly visible tasks that require interfacing with upper management including FAA Headquarters executivesProvide work in highly professional and diplomatic mannerDevelop high quality documentation for use by upper managementPrepare correspondence, documents, reports, summaries, charts, schedules and repliesRead documents, publications, regulations and directives, and apply those that are applicable to each given function/taskConvert information from paper and electronic mediums to other formatsProvides advanced skills in formatting documentsMaintains knowledge and skills in proper use of the English language, writing, grammar and punctuationManipulate data and consolidate the information into documentsProvide thorough knowledge, understanding and skills in computer file management, filing and conversion process to include word documents into PDF formHave advanced knowledge and skills in Microsoft Excel, Microsoft PowerPoint, to create presentations or reports.Provide scanning, image manipulation, and image editing including cropping, coloring and layeringUse a wide range of computer software for word processing, document preparation, report writing and spreadsheet preparationWrite and format information on a variety of subjectsMaintain electronic files and file systemsPrint, assemble and distribute complex documents, checklists and manualsMaintain an inventory of available manuals, checklists and documentsPerform document distribution to various offices and personnelSpeak with various organizations, clients and personnel over the telephone utilizing proper telephone etiquette that presents an appropriate, positive imageAnswer office phone line, handle calls, forward calls to appropriate point of contact and take messagesUse personal computer and software packages to develop, revise, edit and update various types of documentation and databasesAssist in the completion of special projectsCoordinate work activities with individuals within AML-44 and external to AML-44.Attend meetings and prepare meeting minutes, schedule meetings, and manage conference room calendarWork in a “team” environment and provide assistance and guidance promptly and willinglyProvide assistance in developing, documenting and configuring the business structure and design of the system (currently LCSS ERP) utilizing Advanced computer skills in IFS, JIRAKnowledge Sharing Network (KSN) administration and document management
            
        View more info

            View less info
                    Report this job
        ","database css office visio"
